Country,Category,Price (USD),Relative Cost (%) to Sweden
Angola,Price per Square Meter to Buy Apartment Outside of Centre,3048.79,6.8
Angola,Average Monthly Net Salary (After Tax),3959.61,6.8
Angola,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",25.0,6.8
Anguilla,"Meal, Inexpensive Restaurant",22.5,
Anguilla,"Meal for 2 People, Mid-range Restaurant, Three-course",120.0,
Anguilla,McMeal at McDonalds (or Equivalent Combo Meal),15.0,
Anguilla,Domestic Beer (0.5 liter draught),4.0,
Anguilla,Imported Beer (0.33 liter bottle),5.0,
Anguilla,Cappuccino (regular),5.0,
Anguilla,Coke/Pepsi (0.33 liter bottle),3.5,
Anguilla,Water (0.33 liter bottle),4.0,
Anguilla,"Milk (regular), (1 liter)",1.74,
Anguilla,Loaf of Fresh White Bread (500g),3.5,
Anguilla,"Rice (white), (1kg)",2.22,
Anguilla,Eggs (regular) (12),2.22,
Anguilla,Local Cheese (1kg),22.05,
Anguilla,Chicken Fillets (1kg),16.26,
Anguilla,Beef Round (1kg) (or Equivalent Back Leg Red Meat),32.63,
Anguilla,Apples (1kg),,
Anguilla,Banana (1kg),2.04,
Anguilla,Oranges (1kg),2.45,
Anguilla,Tomato (1kg),4.89,
Anguilla,Potato (1kg),,
Anguilla,Onion (1kg),,
Anguilla,Lettuce (1 head),,
Anguilla,Water (1.5 liter bottle),1.11,
Anguilla,Bottle of Wine (Mid-Range),19.53,
Anguilla,Domestic Beer (0.5 liter bottle),1.85,
Anguilla,Imported Beer (0.33 liter bottle),1.85,
Anguilla,Cigarettes 20 Pack (Marlboro),,
Anguilla,One-way Ticket (Local Transport),,
Anguilla,Monthly Pass (Regular Price),,
Anguilla,Taxi Start (Normal Tariff),25.0,
Anguilla,Taxi 1km (Normal Tariff),,
Anguilla,Taxi 1hour Waiting (Normal Tariff),,
Anguilla,Gasoline (1 liter),1.72,
Anguilla,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),45000.0,
Anguilla,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),17000.0,
Anguilla,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",225.0,
Anguilla,Mobile Phone Monthly Plan with Calls and 10GB+ Data,,
Anguilla,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",77.5,
Anguilla,"Fitness Club, Monthly Fee for 1 Adult",45.0,
Anguilla,Tennis Court Rent (1 Hour on Weekend),,
Anguilla,"Cinema, International Release, 1 Seat",,
Anguilla,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",150.0,
Anguilla,"International Primary School, Yearly for 1 Child",5168.0,
Anguilla,1 Pair of Jeans (Levis 501 Or Similar),,
Anguilla,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",,
Anguilla,1 Pair of Nike Running Shoes (Mid-Range),,
Anguilla,1 Pair of Men Leather Business Shoes,,
Anguilla,Apartment (1 bedroom) in City Centre,800.0,
Anguilla,Apartment (1 bedroom) Outside of Centre,800.0,
Anguilla,Apartment (3 bedrooms) in City Centre,2000.0,
Anguilla,Apartment (3 bedrooms) Outside of Centre,1750.0,
Anguilla,Price per Square Meter to Buy Apartment in City Centre,997.0,
Anguilla,Price per Square Meter to Buy Apartment Outside of Centre,525.0,
Anguilla,Average Monthly Net Salary (After Tax),2066.67,
Anguilla,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.78,
Antigua And Barbuda,"Meal, Inexpensive Restaurant",9.25,
Antigua And Barbuda,"Meal for 2 People, Mid-range Restaurant, Three-course",92.51,
Antigua And Barbuda,McMeal at McDonalds (or Equivalent Combo Meal),9.71,
Antigua And Barbuda,Domestic Beer (0.5 liter draught),3.7,
Antigua And Barbuda,Imported Beer (0.33 liter bottle),3.7,
Antigua And Barbuda,Cappuccino (regular),5.3,
Antigua And Barbuda,Coke/Pepsi (0.33 liter bottle),2.22,
Antigua And Barbuda,Water (0.33 liter bottle),1.2,
Antigua And Barbuda,"Milk (regular), (1 liter)",2.41,
Antigua And Barbuda,Loaf of Fresh White Bread (500g),2.84,
Antigua And Barbuda,"Rice (white), (1kg)",3.7,
Antigua And Barbuda,Eggs (regular) (12),5.25,
Antigua And Barbuda,Local Cheese (1kg),5.55,
Antigua And Barbuda,Chicken Fillets (1kg),7.22,
Antigua And Barbuda,Beef Round (1kg) (or Equivalent Back Leg Red Meat),16.65,
Antigua And Barbuda,Apples (1kg),5.55,
Antigua And Barbuda,Banana (1kg),2.96,
Antigua And Barbuda,Oranges (1kg),3.11,
Antigua And Barbuda,Tomato (1kg),3.59,
Antigua And Barbuda,Potato (1kg),6.85,
Antigua And Barbuda,Onion (1kg),2.45,
Antigua And Barbuda,Lettuce (1 head),3.33,
Antigua And Barbuda,Water (1.5 liter bottle),2.59,
Antigua And Barbuda,Bottle of Wine (Mid-Range),12.77,
Antigua And Barbuda,Domestic Beer (0.5 liter bottle),3.18,
Antigua And Barbuda,Imported Beer (0.33 liter bottle),3.08,
Antigua And Barbuda,Cigarettes 20 Pack (Marlboro),4.44,
Antigua And Barbuda,One-way Ticket (Local Transport),1.39,
Antigua And Barbuda,Monthly Pass (Regular Price),,
Antigua And Barbuda,Taxi Start (Normal Tariff),5.55,
Antigua And Barbuda,Taxi 1km (Normal Tariff),5.65,
Antigua And Barbuda,Taxi 1hour Waiting (Normal Tariff),19.98,
Antigua And Barbuda,Gasoline (1 liter),1.34,
Antigua And Barbuda,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),23681.34,
Antigua And Barbuda,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),20721.17,
Antigua And Barbuda,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",289.85,
Antigua And Barbuda,Mobile Phone Monthly Plan with Calls and 10GB+ Data,39.59,
Antigua And Barbuda,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",72.65,
Antigua And Barbuda,"Fitness Club, Monthly Fee for 1 Adult",64.75,
Antigua And Barbuda,Tennis Court Rent (1 Hour on Weekend),46.25,
Antigua And Barbuda,"Cinema, International Release, 1 Seat",7.4,
Antigua And Barbuda,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",185.01,
Antigua And Barbuda,"International Primary School, Yearly for 1 Child",5550.31,
Antigua And Barbuda,1 Pair of Jeans (Levis 501 Or Similar),92.51,
Antigua And Barbuda,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",,
Antigua And Barbuda,1 Pair of Nike Running Shoes (Mid-Range),74.0,
Antigua And Barbuda,1 Pair of Men Leather Business Shoes,111.01,
Antigua And Barbuda,Apartment (1 bedroom) in City Centre,740.04,
Antigua And Barbuda,Apartment (1 bedroom) Outside of Centre,740.04,
Antigua And Barbuda,Apartment (3 bedrooms) in City Centre,1455.03,
Antigua And Barbuda,Apartment (3 bedrooms) Outside of Centre,1110.06,
Antigua And Barbuda,Price per Square Meter to Buy Apartment in City Centre,11598.28,
Antigua And Barbuda,Price per Square Meter to Buy Apartment Outside of Centre,,
Antigua And Barbuda,Average Monthly Net Salary (After Tax),1397.86,
Antigua And Barbuda,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.0,
Argentina,"Meal, Inexpensive Restaurant",9.65,-55.2
Argentina,"Meal for 2 People, Mid-range Restaurant, Three-course",35.0,-55.2
Argentina,McMeal at McDonalds (or Equivalent Combo Meal),7.0,-55.2
Argentina,Domestic Beer (0.5 liter draught),1.78,-55.2
Argentina,Imported Beer (0.33 liter bottle),2.6,-55.2
Argentina,Cappuccino (regular),2.32,-55.2
Argentina,Coke/Pepsi (0.33 liter bottle),1.33,-55.2
Argentina,Water (0.33 liter bottle),1.05,-55.2
Argentina,"Milk (regular), (1 liter)",1.2,-55.2
Argentina,Loaf of Fresh White Bread (500g),1.63,-55.2
Argentina,"Rice (white), (1kg)",1.66,-55.2
Argentina,Eggs (regular) (12),2.05,-55.2
Argentina,Local Cheese (1kg),8.26,-55.2
Argentina,Chicken Fillets (1kg),5.59,-55.2
Argentina,Beef Round (1kg) (or Equivalent Back Leg Red Meat),7.23,-55.2
Argentina,Apples (1kg),2.01,-55.2
Argentina,Banana (1kg),1.94,-55.2
Argentina,Oranges (1kg),1.36,-55.2
Argentina,Tomato (1kg),2.2,-55.2
Argentina,Potato (1kg),1.03,-55.2
Argentina,Onion (1kg),1.13,-55.2
Argentina,Lettuce (1 head),1.25,-55.2
Argentina,Water (1.5 liter bottle),1.36,-55.2
Argentina,Bottle of Wine (Mid-Range),4.0,-55.2
Argentina,Domestic Beer (0.5 liter bottle),1.44,-55.2
Argentina,Imported Beer (0.33 liter bottle),2.13,-55.2
Argentina,Cigarettes 20 Pack (Marlboro),2.3,-55.2
Argentina,One-way Ticket (Local Transport),0.43,-55.2
Argentina,Monthly Pass (Regular Price),15.0,-55.2
Argentina,Taxi Start (Normal Tariff),1.0,-55.2
Argentina,Taxi 1km (Normal Tariff),1.0,-55.2
Argentina,Taxi 1hour Waiting (Normal Tariff),5.0,-55.2
Argentina,Gasoline (1 liter),0.96,-55.2
Argentina,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),23250.0,-55.2
Argentina,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),27206.06,-55.2
Argentina,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",58.41,-55.2
Argentina,Mobile Phone Monthly Plan with Calls and 10GB+ Data,15.69,-55.2
Argentina,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",19.39,-55.2
Argentina,"Fitness Club, Monthly Fee for 1 Adult",21.07,-55.2
Argentina,Tennis Court Rent (1 Hour on Weekend),10.46,-55.2
Argentina,"Cinema, International Release, 1 Seat",5.0,-55.2
Argentina,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",185.48,-55.2
Argentina,"International Primary School, Yearly for 1 Child",3560.0,-55.2
Argentina,1 Pair of Jeans (Levis 501 Or Similar),83.16,-55.2
Argentina,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",69.94,-55.2
Argentina,1 Pair of Nike Running Shoes (Mid-Range),110.55,-55.2
Argentina,1 Pair of Men Leather Business Shoes,111.47,-55.2
Argentina,Apartment (1 bedroom) in City Centre,395.22,-55.2
Argentina,Apartment (1 bedroom) Outside of Centre,267.1,-55.2
Argentina,Apartment (3 bedrooms) in City Centre,721.55,-55.2
Argentina,Apartment (3 bedrooms) Outside of Centre,512.4,-55.2
Argentina,Price per Square Meter to Buy Apartment in City Centre,2154.67,-55.2
Argentina,Price per Square Meter to Buy Apartment Outside of Centre,1605.15,-55.2
Argentina,Average Monthly Net Salary (After Tax),474.26,-55.2
Argentina,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",83.04,-55.2
Armenia,"Meal, Inexpensive Restaurant",11.61,-8.6
Armenia,"Meal for 2 People, Mid-range Restaurant, Three-course",51.59,-8.6
Armenia,McMeal at McDonalds (or Equivalent Combo Meal),7.74,-8.6
Armenia,Domestic Beer (0.5 liter draught),1.93,-8.6
Armenia,Imported Beer (0.33 liter bottle),3.1,-8.6
Armenia,Cappuccino (regular),3.51,-8.6
Armenia,Coke/Pepsi (0.33 liter bottle),0.95,-8.6
Armenia,Water (0.33 liter bottle),0.56,-8.6
Armenia,"Milk (regular), (1 liter)",1.58,-8.6
Armenia,Loaf of Fresh White Bread (500g),0.8,-8.6
Armenia,"Rice (white), (1kg)",2.32,-8.6
Armenia,Eggs (regular) (12),2.37,-8.6
Armenia,Local Cheese (1kg),7.75,-8.6
Armenia,Chicken Fillets (1kg),7.37,-8.6
Armenia,Beef Round (1kg) (or Equivalent Back Leg Red Meat),12.15,-8.6
Armenia,Apples (1kg),1.19,-8.6
Armenia,Banana (1kg),1.77,-8.6
Armenia,Oranges (1kg),1.69,-8.6
Armenia,Tomato (1kg),1.98,-8.6
Armenia,Potato (1kg),0.71,-8.6
Armenia,Onion (1kg),0.68,-8.6
Armenia,Lettuce (1 head),0.89,-8.6
Armenia,Water (1.5 liter bottle),0.62,-8.6
Armenia,Bottle of Wine (Mid-Range),10.32,-8.6
Armenia,Domestic Beer (0.5 liter bottle),1.28,-8.6
Armenia,Imported Beer (0.33 liter bottle),2.14,-8.6
Armenia,Cigarettes 20 Pack (Marlboro),2.58,-8.6
Armenia,One-way Ticket (Local Transport),0.26,-8.6
Armenia,Monthly Pass (Regular Price),10.32,-8.6
Armenia,Taxi Start (Normal Tariff),1.58,-8.6
Armenia,Taxi 1km (Normal Tariff),0.31,-8.6
Armenia,Taxi 1hour Waiting (Normal Tariff),4.64,-8.6
Armenia,Gasoline (1 liter),1.38,-8.6
Armenia,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),30951.27,-8.6
Armenia,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),35992.57,-8.6
Armenia,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",125.33,-8.6
Armenia,Mobile Phone Monthly Plan with Calls and 10GB+ Data,8.7,-8.6
Armenia,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",21.01,-8.6
Armenia,"Fitness Club, Monthly Fee for 1 Adult",94.89,-8.6
Armenia,Tennis Court Rent (1 Hour on Weekend),28.15,-8.6
Armenia,"Cinema, International Release, 1 Seat",6.45,-8.6
Armenia,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",303.37,-8.6
Armenia,"International Primary School, Yearly for 1 Child",8841.73,-8.6
Armenia,1 Pair of Jeans (Levis 501 Or Similar),100.59,-8.6
Armenia,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",61.88,-8.6
Armenia,1 Pair of Nike Running Shoes (Mid-Range),138.04,-8.6
Armenia,1 Pair of Men Leather Business Shoes,113.04,-8.6
Armenia,Apartment (1 bedroom) in City Centre,867.15,-8.6
Armenia,Apartment (1 bedroom) Outside of Centre,578.72,-8.6
Armenia,Apartment (3 bedrooms) in City Centre,1490.66,-8.6
Armenia,Apartment (3 bedrooms) Outside of Centre,934.44,-8.6
Armenia,Price per Square Meter to Buy Apartment in City Centre,3250.44,-8.6
Armenia,Price per Square Meter to Buy Apartment Outside of Centre,1557.57,-8.6
Armenia,Average Monthly Net Salary (After Tax),638.6,-8.6
Armenia,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",14.92,-8.6
Aruba,"Meal, Inexpensive Restaurant",15.82,-5.7
Aruba,"Meal for 2 People, Mid-range Restaurant, Three-course",90.0,-5.7
Aruba,McMeal at McDonalds (or Equivalent Combo Meal),10.0,-5.7
Aruba,Domestic Beer (0.5 liter draught),3.5,-5.7
Aruba,Imported Beer (0.33 liter bottle),5.18,-5.7
Aruba,Cappuccino (regular),4.27,-5.7
Aruba,Coke/Pepsi (0.33 liter bottle),1.74,-5.7
Aruba,Water (0.33 liter bottle),1.75,-5.7
Aruba,"Milk (regular), (1 liter)",1.81,-5.7
Aruba,Loaf of Fresh White Bread (500g),3.44,-5.7
Aruba,"Rice (white), (1kg)",4.07,-5.7
Aruba,Eggs (regular) (12),5.46,-5.7
Aruba,Local Cheese (1kg),25.33,-5.7
Aruba,Chicken Fillets (1kg),9.87,-5.7
Aruba,Beef Round (1kg) (or Equivalent Back Leg Red Meat),15.47,-5.7
Aruba,Apples (1kg),4.81,-5.7
Aruba,Banana (1kg),3.4,-5.7
Aruba,Oranges (1kg),6.44,-5.7
Aruba,Tomato (1kg),8.24,-5.7
Aruba,Potato (1kg),4.58,-5.7
Aruba,Onion (1kg),2.56,-5.7
Aruba,Lettuce (1 head),4.02,-5.7
Aruba,Water (1.5 liter bottle),3.4,-5.7
Aruba,Bottle of Wine (Mid-Range),10.0,-5.7
Aruba,Domestic Beer (0.5 liter bottle),3.48,-5.7
Aruba,Imported Beer (0.33 liter bottle),4.68,-5.7
Aruba,Cigarettes 20 Pack (Marlboro),10.26,-5.7
Aruba,One-way Ticket (Local Transport),3.0,-5.7
Aruba,Monthly Pass (Regular Price),50.0,-5.7
Aruba,Taxi Start (Normal Tariff),19.71,-5.7
Aruba,Taxi 1km (Normal Tariff),5.0,-5.7
Aruba,Taxi 1hour Waiting (Normal Tariff),25.0,-5.7
Aruba,Gasoline (1 liter),1.46,-5.7
Aruba,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),35000.0,-5.7
Aruba,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),31835.41,-5.7
Aruba,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",207.92,-5.7
Aruba,Mobile Phone Monthly Plan with Calls and 10GB+ Data,117.29,-5.7
Aruba,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",92.08,-5.7
Aruba,"Fitness Club, Monthly Fee for 1 Adult",80.61,-5.7
Aruba,Tennis Court Rent (1 Hour on Weekend),38.72,-5.7
Aruba,"Cinema, International Release, 1 Seat",10.0,-5.7
Aruba,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",196.23,-5.7
Aruba,"International Primary School, Yearly for 1 Child",7404.07,-5.7
Aruba,1 Pair of Jeans (Levis 501 Or Similar),79.22,-5.7
Aruba,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",81.03,-5.7
Aruba,1 Pair of Nike Running Shoes (Mid-Range),122.12,-5.7
Aruba,1 Pair of Men Leather Business Shoes,122.46,-5.7
Aruba,Apartment (1 bedroom) in City Centre,838.54,-5.7
Aruba,Apartment (1 bedroom) Outside of Centre,575.22,-5.7
Aruba,Apartment (3 bedrooms) in City Centre,1434.44,-5.7
Aruba,Apartment (3 bedrooms) Outside of Centre,1146.74,-5.7
Aruba,Price per Square Meter to Buy Apartment in City Centre,2498.84,-5.7
Aruba,Price per Square Meter to Buy Apartment Outside of Centre,1732.18,-5.7
Aruba,Average Monthly Net Salary (After Tax),1987.51,-5.7
Aruba,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.74,-5.7
Australia,"Meal, Inexpensive Restaurant",16.48,58.8
Australia,"Meal for 2 People, Mid-range Restaurant, Three-course",79.08,58.8
Australia,McMeal at McDonalds (or Equivalent Combo Meal),9.89,58.8
Australia,Domestic Beer (0.5 liter draught),7.25,58.8
Australia,Imported Beer (0.33 liter bottle),7.25,58.8
Australia,Cappuccino (regular),3.51,58.8
Australia,Coke/Pepsi (0.33 liter bottle),2.62,58.8
Australia,Water (0.33 liter bottle),2.19,58.8
Australia,"Milk (regular), (1 liter)",1.54,58.8
Australia,Loaf of Fresh White Bread (500g),2.46,58.8
Australia,"Rice (white), (1kg)",2.12,58.8
Australia,Eggs (regular) (12),4.13,58.8
Australia,Local Cheese (1kg),9.49,58.8
Australia,Chicken Fillets (1kg),8.55,58.8
Australia,Beef Round (1kg) (or Equivalent Back Leg Red Meat),13.98,58.8
Australia,Apples (1kg),3.19,58.8
Australia,Banana (1kg),2.73,58.8
Australia,Oranges (1kg),2.91,58.8
Australia,Tomato (1kg),4.35,58.8
Australia,Potato (1kg),2.41,58.8
Australia,Onion (1kg),2.11,58.8
Australia,Lettuce (1 head),2.28,58.8
Australia,Water (1.5 liter bottle),1.63,58.8
Australia,Bottle of Wine (Mid-Range),12.36,58.8
Australia,Domestic Beer (0.5 liter bottle),4.79,58.8
Australia,Imported Beer (0.33 liter bottle),5.45,58.8
Australia,Cigarettes 20 Pack (Marlboro),29.66,58.8
Australia,One-way Ticket (Local Transport),3.23,58.8
Australia,Monthly Pass (Regular Price),110.72,58.8
Australia,Taxi Start (Normal Tariff),3.95,58.8
Australia,Taxi 1km (Normal Tariff),1.78,58.8
Australia,Taxi 1hour Waiting (Normal Tariff),39.21,58.8
Australia,Gasoline (1 liter),1.24,58.8
Australia,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),29276.1,58.8
Australia,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),22797.02,58.8
Australia,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",197.88,58.8
Australia,Mobile Phone Monthly Plan with Calls and 10GB+ Data,27.17,58.8
Australia,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",54.22,58.8
Australia,"Fitness Club, Monthly Fee for 1 Adult",50.25,58.8
Australia,Tennis Court Rent (1 Hour on Weekend),17.27,58.8
Australia,"Cinema, International Release, 1 Seat",14.0,58.8
Australia,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",1636.31,58.8
Australia,"International Primary School, Yearly for 1 Child",12662.48,58.8
Australia,1 Pair of Jeans (Levis 501 Or Similar),76.22,58.8
Australia,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",53.43,58.8
Australia,1 Pair of Nike Running Shoes (Mid-Range),106.6,58.8
Australia,1 Pair of Men Leather Business Shoes,116.2,58.8
Australia,Apartment (1 bedroom) in City Centre,1464.42,58.8
Australia,Apartment (1 bedroom) Outside of Centre,1155.28,58.8
Australia,Apartment (3 bedrooms) in City Centre,2373.12,58.8
Australia,Apartment (3 bedrooms) Outside of Centre,1731.89,58.8
Australia,Price per Square Meter to Buy Apartment in City Centre,7071.72,58.8
Australia,Price per Square Meter to Buy Apartment Outside of Centre,5181.16,58.8
Australia,Average Monthly Net Salary (After Tax),3709.63,58.8
Australia,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.38,58.8
Austria,"Meal, Inexpensive Restaurant",16.18,12.8
Austria,"Meal for 2 People, Mid-range Restaurant, Three-course",75.51,12.8
Austria,McMeal at McDonalds (or Equivalent Combo Meal),10.79,12.8
Austria,Domestic Beer (0.5 liter draught),4.85,12.8
Austria,Imported Beer (0.33 liter bottle),4.32,12.8
Austria,Cappuccino (regular),3.92,12.8
Austria,Coke/Pepsi (0.33 liter bottle),3.11,12.8
Austria,Water (0.33 liter bottle),2.65,12.8
Austria,"Milk (regular), (1 liter)",1.55,12.8
Austria,Loaf of Fresh White Bread (500g),2.76,12.8
Austria,"Rice (white), (1kg)",2.45,12.8
Austria,Eggs (regular) (12),4.32,12.8
Austria,Local Cheese (1kg),17.2,12.8
Austria,Chicken Fillets (1kg),14.07,12.8
Austria,Beef Round (1kg) (or Equivalent Back Leg Red Meat),20.96,12.8
Austria,Apples (1kg),2.65,12.8
Austria,Banana (1kg),2.22,12.8
Austria,Oranges (1kg),2.96,12.8
Austria,Tomato (1kg),4.35,12.8
Austria,Potato (1kg),1.99,12.8
Austria,Onion (1kg),1.84,12.8
Austria,Lettuce (1 head),1.74,12.8
Austria,Water (1.5 liter bottle),0.78,12.8
Austria,Bottle of Wine (Mid-Range),8.09,12.8
Austria,Domestic Beer (0.5 liter bottle),1.37,12.8
Austria,Imported Beer (0.33 liter bottle),1.84,12.8
Austria,Cigarettes 20 Pack (Marlboro),6.47,12.8
Austria,One-way Ticket (Local Transport),2.7,12.8
Austria,Monthly Pass (Regular Price),55.02,12.8
Austria,Taxi Start (Normal Tariff),5.29,12.8
Austria,Taxi 1km (Normal Tariff),1.94,12.8
Austria,Taxi 1hour Waiting (Normal Tariff),32.36,12.8
Austria,Gasoline (1 liter),1.71,12.8
Austria,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),26969.33,12.8
Austria,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),26582.46,12.8
Austria,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",376.32,12.8
Austria,Mobile Phone Monthly Plan with Calls and 10GB+ Data,19.29,12.8
Austria,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",36.48,12.8
Austria,"Fitness Club, Monthly Fee for 1 Adult",43.37,12.8
Austria,Tennis Court Rent (1 Hour on Weekend),22.89,12.8
